iter,step,seg,loss,gn_cum,indep_gn
1,6,task_recipe,1.6994,107.6775,48.4468
1,6,task_poetry,2.0164,107.7389,4.6044
1,6,task_recipe,2.0781,108.1655,5.9076
1,6,task_poetry,1.1339,109.2662,14.7185
1,6,task_recipe,1.8338,109.4724,6.0048
1,6,task_poetry,4.6057,133.2251,49.1282
1,6,task_recipe,2.2503,133.5066,5.6984
1,6,task_poetry,3.5652,166.5194,68.4768
1,7,task_recipe,1.8729,5.6759,5.6759
1,7,task_poetry,1.8975,95.7798,95.5928
1,7,task_recipe,1.9547,95.9573,5.1503
1,7,task_poetry,2.2928,100.3375,17.5432
1,7,task_recipe,1.4986,100.6325,4.7576
1,7,task_poetry,2.8998,130.1532,47.6515
1,7,task_recipe,1.6234,130.9565,7.6972
1,7,task_poetry,2.3978,132.7211,11.6085
1,7,task_recipe,1.5738,132.9813,6.3009
1,7,task_poetry,1.2345,135.7720,13.8074
1,7,task_recipe,1.6971,136.0323,5.2645
1,7,task_poetry,2.0244,162.5239,37.2623
1,7,task_recipe,1.6494,163.3909,9.5393
1,7,task_poetry,2.7582,213.4772,74.6485
1,7,task_recipe,2.0934,213.5730,6.2941
1,7,task_poetry,3.0231,215.2286,8.7161
1,8,task_recipe,1.8497,8.0506,8.0506
1,8,task_poetry,1.4804,9.4563,4.8255
1,8,task_recipe,2.1487,12.8119,8.2033
1,8,task_poetry,2.0751,14.0469,5.2629
1,8,task_recipe,2.2501,15.2687,6.5609
1,8,task_poetry,2.2718,46.3700,43.1647
1,8,task_recipe,1.8721,46.8687,5.5305
1,8,task_poetry,3.3275,184.9300,168.0885
1,8,task_recipe,1.9743,184.8928,5.5976
1,8,task_poetry,1.8242,186.9132,11.5848
1,8,task_recipe,1.7625,187.1001,5.7296
1,8,task_poetry,1.4546,187.3924,4.5961
1,8,task_recipe,1.4797,187.5106,5.1490
1,8,task_poetry,1.9301,188.5755,7.3628
1,8,task_recipe,1.7787,188.8057,7.3251
1,8,task_poetry,1.6269,188.4506,18.6622
1,9,task_recipe,2.4636,6.5527,6.5527
1,9,task_poetry,1.3145,15.6454,14.1530
1,9,task_recipe,1.6698,17.6719,8.0689
1,9,task_poetry,6.2562,42.0731,38.6183
1,9,task_recipe,1.8060,42.6419,6.8221
1,9,task_poetry,3.1464,43.9812,7.6514
1,9,task_recipe,1.6449,44.6129,6.9073
1,9,task_poetry,1.6263,44.9561,5.1837
1,9,task_recipe,2.3784,46.0294,8.4947
1,9,task_poetry,1.8299,46.6640,6.8203
1,9,task_recipe,1.7383,47.1725,6.0121
1,9,task_poetry,1.6516,50.5662,12.9117
1,9,task_recipe,1.4228,52.6925,9.4627
1,9,task_poetry,1.9541,55.3611,9.3663
1,9,task_recipe,1.4817,55.7288,5.1374
1,9,task_poetry,3.3391,119.7936,91.5800
1,10,task_recipe,1.3666,7.6553,7.6553
1,10,task_poetry,2.4731,11.5586,8.3238
1,10,task_recipe,2.0814,14.3651,8.0287
1,10,task_poetry,2.4394,67.3096,64.5183
1,10,task_recipe,1.8907,67.6070,6.4857
1,10,task_poetry,5.5371,104.2232,71.4831
1,10,task_recipe,1.7663,104.3702,6.2086
1,10,task_poetry,2.7644,135.7589,83.8009
1,10,task_recipe,2.0201,135.8289,6.5333
1,10,task_poetry,2.3513,136.7151,7.8157
1,10,task_recipe,1.4864,136.8173,7.5198
1,10,task_poetry,3.0253,137.6221,9.8813
1,10,task_recipe,1.3738,138.3190,8.0108
1,10,task_poetry,1.4419,139.0737,9.3590
1,10,task_recipe,1.9618,139.6622,7.3018
1,10,task_poetry,2.0045,140.3203,6.7864
1,11,task_recipe,1.8682,8.5116,8.5116
1,11,task_poetry,2.0069,95.6253,94.9278
1,11,task_recipe,1.9707,95.9828,6.1012
1,11,task_poetry,2.4574,96.4952,6.3656
1,11,task_recipe,1.4663,96.5327,5.8275
1,11,task_poetry,1.5350,96.7439,5.4697
1,11,task_recipe,2.2153,97.1839,7.7335
1,11,task_poetry,10.7329,118.2762,55.7304
1,11,task_recipe,1.7861,118.3686,6.2193
1,11,task_poetry,2.1999,144.7058,44.4875
1,11,task_recipe,1.7997,144.9261,6.1486
1,11,task_poetry,2.1623,145.6829,6.7656
1,11,task_recipe,1.9467,145.8654,4.7290
1,11,task_poetry,1.6132,148.6270,11.1967
1,11,task_recipe,1.5484,148.7084,4.7313
1,11,task_poetry,1.4544,149.3969,22.8488
1,12,task_recipe,1.8274,6.6881,6.6881
1,12,task_poetry,1.7923,24.4612,23.5250
1,12,task_recipe,1.8906,24.9179,5.2975
1,12,task_poetry,2.6187,26.8789,8.6965
1,12,task_recipe,1.4578,27.7719,7.5776
1,12,task_poetry,1.9204,28.4597,8.1384
1,12,task_recipe,2.2153,29.0235,5.7373
1,12,task_poetry,5.4541,52.0638,45.5510
1,12,task_recipe,1.9156,52.6957,9.3708
1,12,task_poetry,2.5202,54.0940,10.7779
1,12,task_recipe,1.8493,54.2503,3.8847
1,12,task_poetry,1.8971,60.9774,25.1326
1,12,task_recipe,1.0725,62.0639,8.0221
1,12,task_poetry,1.9516,62.4870,5.9306
1,12,task_recipe,2.2445,63.3275,8.2406
1,12,task_poetry,1.9144,69.3923,25.2789
1,13,task_recipe,1.7336,8.1664,8.1664
1,13,task_poetry,5.3136,50.7888,50.0595
1,13,task_recipe,1.8190,51.0151,4.8195
1,13,task_poetry,3.1972,72.1633,48.3481
1,13,task_recipe,2.0440,72.7433,6.8344
1,13,task_poetry,1.6480,72.3014,6.8484
1,13,task_recipe,2.0090,73.0133,7.4024
1,13,task_poetry,1.3804,74.3461,7.5239
1,13,task_recipe,1.5383,74.8425,5.7575
1,13,task_poetry,1.9690,76.7135,10.2434
1,13,task_recipe,1.4860,76.8519,5.5268
1,13,task_poetry,4.3301,133.4543,96.3641
1,13,task_recipe,1.4597,133.4942,4.0660
1,13,task_poetry,2.1224,161.0290,61.2276
1,13,task_recipe,2.1714,161.4082,7.1738
1,13,task_poetry,2.5678,235.6987,115.2026
1,14,task_recipe,1.9716,8.1691,8.1691
1,14,task_poetry,1.8438,13.4717,10.7551
1,14,task_recipe,1.3299,14.8521,6.4261
1,14,task_poetry,2.7018,18.9461,11.9532
1,14,task_recipe,1.6522,19.6388,5.6177
1,14,task_poetry,1.6793,33.7479,26.4855
1,14,task_recipe,1.7447,34.0967,6.0616
1,14,task_poetry,2.1602,111.8875,101.2259
1,14,task_recipe,1.4764,112.2358,5.6956
1,14,task_poetry,1.3694,124.0923,23.9975
1,14,task_recipe,1.9211,124.0893,3.4093
1,14,task_poetry,1.1025,124.8856,6.4940
1,14,task_recipe,1.6825,124.6396,7.1642
1,14,task_poetry,1.7614,130.3484,15.5939
1,14,task_recipe,1.4626,130.3616,3.8810
1,14,task_poetry,1.9600,139.0237,29.7213
1,15,task_recipe,1.6805,5.7521,5.7521
1,15,task_poetry,1.6834,103.0964,103.1559
1,15,task_recipe,2.5727,103.4915,8.1191
1,15,task_poetry,2.3566,103.8916,10.3672
1,15,task_recipe,1.7849,104.5203,9.5653
1,15,task_poetry,2.0773,106.9893,11.5094
1,15,task_recipe,2.2754,107.0216,6.0698
1,15,task_poetry,5.5596,116.5165,46.1316
1,15,task_recipe,2.3311,116.5938,5.0471
1,15,task_poetry,2.3959,117.5844,9.1722
1,15,task_recipe,1.5294,117.7988,7.1934
1,15,task_poetry,0.5618,117.6216,20.2912
1,15,task_recipe,1.9934,117.5821,5.5337
1,15,task_poetry,2.4002,119.3617,9.8434
1,15,task_recipe,1.8038,119.2261,4.6309
1,15,task_poetry,2.0723,120.7370,6.8702
1,16,task_recipe,2.1902,5.3268,5.3268
1,16,task_poetry,1.9123,8.7103,6.9191
1,16,task_recipe,1.9792,10.6848,6.0776
1,16,task_poetry,2.1436,13.7297,8.1937
1,16,task_recipe,2.0419,15.1220,5.5593
1,16,task_poetry,2.0722,16.1007,5.0027
1,16,task_recipe,1.3545,16.7702,4.2414
1,16,task_poetry,1.7301,18.4487,7.3923
1,16,task_recipe,1.8124,19.6953,6.3572
1,16,task_poetry,2.5002,51.5572,47.1953
1,16,task_recipe,2.0078,51.8901,6.2376
1,16,task_poetry,2.0570,52.1684,5.8994
1,16,task_recipe,1.5083,52.7463,7.2996
1,16,task_poetry,2.0318,53.3888,9.5873
1,16,task_recipe,2.1691,54.0942,6.5898
1,16,task_poetry,1.5221,110.3656,86.7682
1,17,task_recipe,1.8945,6.3998,6.3998
1,17,task_poetry,2.2023,11.7027,9.8963
1,17,task_recipe,1.5314,14.5578,8.2108
1,17,task_poetry,1.8977,16.7039,7.9962
1,17,task_recipe,1.4641,18.2780,6.5580
1,17,task_poetry,2.2855,21.2411,8.7908
1,17,task_recipe,1.2432,22.5231,5.9178
1,17,task_poetry,2.0633,24.6263,7.8786
1,17,task_recipe,1.8560,25.3836,5.4825
1,17,task_poetry,1.0373,27.5556,11.3018
1,17,task_recipe,2.0908,28.1579,5.5620
1,17,task_poetry,1.4103,86.2460,80.4718
1,17,task_recipe,1.9054,86.7954,6.6167
1,17,task_poetry,2.4193,87.5851,8.8310
1,17,task_recipe,2.2189,87.7303,6.8024
1,17,task_poetry,2.3971,92.0135,15.7964
1,18,task_recipe,1.6965,7.2616,7.2616
1,18,task_poetry,1.9300,12.0167,9.5747
1,18,task_recipe,1.4497,12.6247,3.9527
1,18,task_poetry,0.7802,57.1563,56.2840
1,18,task_recipe,1.5198,57.1868,5.2379
1,18,task_poetry,0.7439,55.9211,10.8595
1,18,task_recipe,2.0325,56.9219,9.4888
1,18,task_poetry,1.1583,57.7454,6.8049
1,18,task_recipe,1.6279,57.9385,5.7265
1,18,task_poetry,1.5231,58.4505,6.5368
1,18,task_recipe,1.7068,58.6057,4.8515
1,18,task_poetry,1.6019,59.2972,6.5316
1,18,task_recipe,1.8270,60.4490,9.3822
1,18,task_poetry,4.0245,64.9623,22.9493
1,18,task_recipe,1.9575,65.1146,3.9277
1,18,task_poetry,1.8914,66.2450,9.4970
1,19,task_recipe,1.9227,5.4635,5.4635
1,19,task_poetry,1.7750,13.6665,12.6761
1,19,task_recipe,1.9826,14.8832,6.0403
1,19,task_poetry,1.9708,16.0741,5.8330
1,19,task_recipe,1.0727,17.7028,6.8530
1,19,task_poetry,1.4052,19.1732,7.2273
1,19,task_recipe,2.5062,20.3822,6.4240
1,19,task_poetry,0.6269,30.5064,22.5484
1,19,task_recipe,1.5814,32.1894,8.1409
1,19,task_poetry,0.5083,33.2737,11.1734
1,19,task_recipe,1.6276,34.2281,6.6902
1,19,task_poetry,1.5844,44.1372,26.4403
1,19,task_recipe,1.8003,44.9138,7.4655
1,19,task_poetry,1.6919,62.5688,38.6021
1,19,task_recipe,2.2925,62.6426,6.2320
1,19,task_poetry,1.7070,101.2067,51.0572
1,20,task_recipe,1.7558,6.2132,6.2132
1,20,task_poetry,3.4052,38.1377,37.4776
1,20,task_recipe,1.4148,38.4117,4.3811
1,20,task_poetry,3.7889,50.2188,33.6608
1,20,task_recipe,1.9183,50.3616,4.8473
1,20,task_poetry,0.8822,50.7426,11.6316
1,20,task_recipe,1.9429,51.3190,7.5925
1,20,task_poetry,1.6986,52.2367,9.5531
1,20,task_recipe,1.8429,52.8977,7.1158
1,20,task_poetry,1.5500,53.1627,5.4686
1,20,task_recipe,1.4285,53.4045,4.8072
1,20,task_poetry,2.0391,71.5054,48.5880
1,20,task_recipe,1.6942,71.6038,5.2316
1,20,task_poetry,1.7907,72.8040,8.9548
1,20,task_recipe,1.5857,73.2452,5.7378
1,20,task_poetry,1.0074,98.3710,51.6365
1,21,task_recipe,2.0646,6.5704,6.5704
1,21,task_poetry,2.7278,89.5413,89.2969
1,21,task_recipe,1.4815,89.7065,5.8367
1,21,task_poetry,0.8558,90.6692,11.1295
1,21,task_recipe,2.3048,90.9486,6.4585
1,21,task_poetry,1.6204,91.6921,7.2212
1,21,task_recipe,1.9295,91.9240,5.8797
1,21,task_poetry,1.0145,107.8508,59.0140
1,21,task_recipe,1.8526,107.9773,5.2251
1,21,task_poetry,1.7940,108.7178,8.6824
1,21,task_recipe,1.6918,108.7456,3.9927
1,21,task_poetry,1.2226,152.4112,79.3898
1,21,task_recipe,1.2711,152.4269,5.2761
1,21,task_poetry,1.8063,152.7618,8.6632
1,21,task_recipe,2.0156,152.7377,6.4284
1,21,task_poetry,2.7125,164.2906,76.4075
1,22,task_recipe,1.8759,11.6537,11.6537
1,22,task_poetry,1.9037,14.5605,8.3414
1,22,task_recipe,2.3140,15.7934,6.0938
1,22,task_poetry,3.9181,28.9696,24.3380
1,22,task_recipe,1.5407,29.4085,5.1826
1,22,task_poetry,1.0640,43.1404,31.9034
1,22,task_recipe,2.6897,44.1360,8.6064
1,22,task_poetry,1.5156,47.2673,19.0013
1,22,task_recipe,1.6405,47.6800,4.8799
1,22,task_poetry,0.5889,67.2996,42.1636
1,22,task_recipe,2.0970,67.3450,5.2874
1,22,task_poetry,1.5301,67.9252,7.0461
1,22,task_recipe,1.9144,68.3619,5.8162
1,22,task_poetry,3.8643,74.6621,25.9705
1,22,task_recipe,1.8982,74.8856,5.1974
1,22,task_poetry,2.1274,74.6516,9.3307
1,23,task_recipe,2.0054,7.4157,7.4157
1,23,task_poetry,1.6638,10.2791,7.1361
1,23,task_recipe,1.7285,12.0003,5.5770
1,23,task_poetry,2.2759,18.5384,14.0779
1,23,task_recipe,1.3300,19.5483,5.3881
1,23,task_poetry,1.7388,41.7862,36.9654
1,23,task_recipe,1.7600,42.0302,5.2062
1,23,task_poetry,2.5504,43.0880,7.6161
1,23,task_recipe,2.7113,44.6370,11.3946
1,23,task_poetry,1.2849,62.5956,38.6148
1,23,task_recipe,1.4591,62.8167,4.4946
1,23,task_poetry,1.2229,101.1019,53.3807
1,23,task_recipe,1.9282,101.1752,5.9680
1,23,task_poetry,9.8231,218.3812,188.3187
1,23,task_recipe,2.5841,218.2098,7.1299
1,23,task_poetry,1.6253,218.4506,8.0522
1,24,task_recipe,1.9917,7.3055,7.3055
1,24,task_poetry,0.7333,40.7248,40.3217
1,24,task_recipe,1.8282,41.0667,5.4475
1,24,task_poetry,1.6857,41.4724,5.3160
1,24,task_recipe,2.1546,42.1938,7.9972
1,24,task_poetry,1.1252,43.2688,7.0232
1,24,task_recipe,1.9413,45.1337,12.4097
1,24,task_poetry,1.8457,45.7915,7.0837
1,24,task_recipe,1.6265,46.4779,6.5963
1,24,task_poetry,1.5528,47.0144,8.7161
1,24,task_recipe,1.3859,47.4151,6.1961
1,24,task_poetry,6.2932,57.2278,32.9621
1,24,task_recipe,1.8174,57.4283,5.7802
1,24,task_poetry,1.0591,75.2898,42.4280
1,24,task_recipe,2.1418,75.3921,4.1677
1,24,task_poetry,2.0306,75.8790,9.4473
1,25,task_recipe,1.3663,5.3986,5.3986
1,25,task_poetry,0.8924,39.5424,39.2304
1,25,task_recipe,1.2358,39.9712,6.2339
1,25,task_poetry,8.6825,204.1054,197.4115
1,25,task_recipe,2.0676,203.8826,9.1879
1,25,task_poetry,2.2028,203.7390,5.6336
1,25,task_recipe,1.8128,203.8113,6.1076
1,25,task_poetry,1.7838,206.6708,26.5937
1,25,task_recipe,2.1852,206.7488,7.4878
1,25,task_poetry,1.4113,212.1768,33.8140
1,25,task_recipe,1.5301,212.4226,7.8898
1,25,task_poetry,1.5521,212.6841,7.7290
1,25,task_recipe,1.2989,212.7348,5.7064
1,25,task_poetry,1.0440,211.8575,16.6912
1,25,task_recipe,1.8292,211.8361,6.4778
1,25,task_poetry,1.0081,214.4664,33.4145
1,26,task_recipe,1.7445,5.1814,5.1814
1,26,task_poetry,1.8173,10.3962,9.0330
1,26,task_recipe,1.9688,12.0821,6.0033
1,26,task_poetry,1.5677,14.8911,9.0451
1,26,task_recipe,1.5768,17.5422,8.5333
1,26,task_poetry,1.4185,21.2023,9.5243
1,26,task_recipe,1.7824,22.3331,5.0679
1,26,task_poetry,0.4825,30.3295,19.4165
1,26,task_recipe,1.7744,30.7454,4.6178
1,26,task_poetry,2.1641,32.2081,6.9522
1,26,task_recipe,2.1513,33.2890,7.4541
1,26,task_poetry,5.2748,55.0943,44.1046
1,26,task_recipe,1.6601,55.3866,4.7286
1,26,task_poetry,1.7738,57.0337,8.8319
1,26,task_recipe,1.4971,57.5297,5.8545
1,26,task_poetry,1.8664,58.4632,7.9815
1,27,task_recipe,1.7969,7.8830,7.8830
1,27,task_poetry,1.8454,13.3194,10.5871
1,27,task_recipe,3.0185,15.8756,8.3118
1,27,task_poetry,1.5117,17.2486,7.2845
1,27,task_recipe,2.1756,19.7293,7.9121
1,27,task_poetry,3.7740,37.3266,31.7205
1,27,task_recipe,1.4981,37.5458,4.1523
1,27,task_poetry,1.8020,39.2804,8.8670
1,27,task_recipe,1.7729,39.4348,4.2504
1,27,task_poetry,2.5400,40.3047,6.9641
1,27,task_recipe,1.4607,41.3660,7.1628
1,27,task_poetry,0.6019,52.6509,30.0741
1,27,task_recipe,1.6786,52.9912,6.0942
1,27,task_poetry,0.3716,57.1983,30.4292
1,27,task_recipe,1.6834,57.6734,6.0949
1,27,task_poetry,1.5443,59.2289,7.2847
1,28,task_recipe,1.8002,3.5289,3.5289
1,28,task_poetry,1.5634,6.6445,5.5156
1,28,task_recipe,1.7995,9.8700,7.3062
1,28,task_poetry,2.6426,12.9429,7.9636
1,28,task_recipe,1.9460,14.4045,6.1299
1,28,task_poetry,4.9133,37.4892,34.7743
1,28,task_recipe,1.6151,37.7775,5.6373
1,28,task_poetry,0.9756,40.9844,16.0842
1,28,task_recipe,2.1973,41.8620,7.6481
1,28,task_poetry,1.9800,42.7409,9.7739
1,28,task_recipe,1.6416,43.1504,5.6798
1,28,task_poetry,1.8493,55.2441,31.9137
1,28,task_recipe,2.5416,57.7184,14.6982
1,28,task_poetry,1.9582,58.0448,6.5517
1,28,task_recipe,1.6286,58.1790,4.7829
1,28,task_poetry,2.0637,58.4360,7.1319
1,29,task_recipe,1.8562,4.1793,4.1793
1,29,task_poetry,1.6385,76.3650,76.1618
1,29,task_recipe,1.4280,77.0087,7.1410
1,29,task_poetry,1.7216,77.2518,6.6059
1,29,task_recipe,1.8251,77.5450,5.4492
1,29,task_poetry,1.0627,85.1460,16.5257
1,29,task_recipe,1.9354,85.5187,5.1712
1,29,task_poetry,2.1250,88.1228,10.6832
1,29,task_recipe,2.3881,88.8481,6.3066
1,29,task_poetry,1.4709,90.0158,7.3588
1,29,task_recipe,2.1253,90.5366,5.9134
1,29,task_poetry,0.6495,98.4219,23.0362
1,29,task_recipe,1.6468,98.5732,3.9939
1,29,task_poetry,1.6351,99.7252,7.3148
1,29,task_recipe,1.6048,100.3229,5.4899
1,29,task_poetry,0.5931,109.2854,24.0587
1,30,task_recipe,1.9829,7.4028,7.4028
1,30,task_poetry,0.2574,18.6155,17.1592
1,30,task_recipe,2.1612,19.7106,6.3037
1,30,task_poetry,1.0337,37.9788,30.3133
1,30,task_recipe,1.7550,38.2499,5.4328
1,30,task_poetry,0.5225,40.7309,23.3056
1,30,task_recipe,1.8451,41.1198,5.5759
1,30,task_poetry,2.0880,54.0595,34.0743
1,30,task_recipe,1.9105,54.8491,7.8176
1,30,task_poetry,1.3551,62.4849,21.4178
1,30,task_recipe,1.8468,62.9915,5.6896
1,30,task_poetry,1.1801,69.2757,24.9116
1,30,task_recipe,1.5733,69.5412,6.0102
1,30,task_poetry,0.9397,86.3902,41.6349
1,30,task_recipe,2.1753,86.4871,5.6390
1,30,task_poetry,0.5163,93.3522,21.0256
1,31,task_recipe,1.5345,4.7767,4.7767
1,31,task_poetry,2.0820,11.3721,10.3116
1,31,task_recipe,2.1737,12.6809,5.8484
1,31,task_poetry,1.8157,15.0609,7.6050
2,0,task_recipe,1.4630,4.1664,4.1664
2,0,task_poetry,0.5479,23.8354,23.4390
2,0,task_recipe,1.7171,25.1814,8.1421
2,0,task_poetry,1.0050,31.9561,15.1589
2,0,task_recipe,1.5050,32.7639,5.8479
2,0,task_poetry,0.8009,51.1389,25.7451
2,0,task_recipe,2.1941,51.8649,7.6672
2,0,task_poetry,1.3173,52.2413,7.2806
2,0,task_recipe,1.8115,53.0159,6.0855
2,0,task_poetry,1.4062,54.9178,7.7370
2,0,task_recipe,2.0298,55.8319,6.7986
2,0,task_poetry,3.1398,58.8786,9.1358
2,0,task_recipe,1.4504,59.1645,3.9926
2,0,task_poetry,1.4367,96.4058,56.8412
2,0,task_recipe,1.7719,96.9471,6.5154
2,0,task_poetry,2.0596,97.0532,4.9956
2,1,task_recipe,1.6472,5.0824,5.0824
2,1,task_poetry,6.8281,50.0547,49.7721
2,1,task_recipe,1.8431,50.7171,7.2975
2,1,task_poetry,3.7641,56.8103,23.7277
2,1,task_recipe,2.3008,57.2937,6.4105
2,1,task_poetry,1.7112,91.9531,71.9059
2,1,task_recipe,1.5186,92.1685,5.4160
2,1,task_poetry,1.3301,129.4512,57.2439
2,1,task_recipe,2.0546,129.7652,7.9864
2,1,task_poetry,1.6563,129.6102,7.2533
2,1,task_recipe,2.0459,129.9263,6.5247
2,1,task_poetry,0.5547,135.1136,30.8079
2,1,task_recipe,1.6384,135.5096,8.2595
2,1,task_poetry,2.6106,138.6861,32.3902
2,1,task_recipe,1.6947,139.2378,7.5722
2,1,task_poetry,1.6388,139.3689,7.1357
2,2,task_recipe,2.2889,6.4259,6.4259
2,2,task_poetry,1.9882,13.8447,12.8517
2,2,task_recipe,2.4975,19.3021,14.6447
2,2,task_poetry,2.2491,19.6679,5.6270
2,2,task_recipe,1.4392,20.3588,4.7255
2,2,task_poetry,2.0701,50.2163,45.3912
2,2,task_recipe,1.7803,50.4267,5.1702
2,2,task_poetry,1.6521,101.6570,79.6010
2,2,task_recipe,1.8308,102.0645,6.4924
2,2,task_poetry,1.7812,102.0071,22.1109
2,2,task_recipe,2.5786,102.6532,7.1651
2,2,task_poetry,0.5345,110.8744,28.3561
2,2,task_recipe,1.8810,110.8662,6.6776
2,2,task_poetry,1.4608,111.9304,34.5202
2,2,task_recipe,1.9180,112.0335,5.4368
2,2,task_poetry,1.7943,112.6280,10.1612
2,3,task_recipe,1.6527,6.2622,6.2622
2,3,task_poetry,2.0274,11.3105,9.4628
2,3,task_recipe,1.9705,13.0158,6.1195
2,3,task_poetry,0.8971,37.3479,35.0150
2,3,task_recipe,1.8478,39.0929,11.7341
2,3,task_poetry,1.5434,43.6818,19.2791
2,3,task_recipe,2.3064,44.2559,6.1335
2,3,task_poetry,1.7918,44.8537,7.3070
2,3,task_recipe,2.0028,46.2097,9.4344
2,3,task_poetry,1.5004,70.5411,42.7945
